Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Google Shopping / Google Product Category,Status
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro Max,,Case+Grip,Y2K-TAMA-17PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro Max,,Case+Charm,Y2K-TAMA-17PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro Max,,Case Only,Y2K-TAMA-17PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro Max,,Grip Only,Y2K-TAMA-17PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro Max,,Charm Only,Y2K-TAMA-17PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro,,Case+Grip+Charm,Y2K-TAMA-17PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro,,Case+Grip,Y2K-TAMA-17PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro,,Case+Charm,Y2K-TAMA-17PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro,,Case Only,Y2K-TAMA-17PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro,,Grip Only,Y2K-TAMA-17PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17 Pro,,Charm Only,Y2K-TAMA-17PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17,,Case+Grip+Charm,Y2K-TAMA-17-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17,,Case+Grip,Y2K-TAMA-17-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17,,Case+Charm,Y2K-TAMA-17-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17,,Case Only,Y2K-TAMA-17-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17,,Grip Only,Y2K-TAMA-17-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 17,,Charm Only,Y2K-TAMA-17-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro Max,,Case+Grip+Charm,Y2K-TAMA-16PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro Max,,Case+Grip,Y2K-TAMA-16PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro Max,,Case+Charm,Y2K-TAMA-16PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro Max,,Case Only,Y2K-TAMA-16PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro Max,,Grip Only,Y2K-TAMA-16PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro Max,,Charm Only,Y2K-TAMA-16PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro,,Case+Grip+Charm,Y2K-TAMA-16PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro,,Case+Grip,Y2K-TAMA-16PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro,,Case+Charm,Y2K-TAMA-16PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro,,Case Only,Y2K-TAMA-16PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro,,Grip Only,Y2K-TAMA-16PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16 Pro,,Charm Only,Y2K-TAMA-16PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16,,Case+Grip+Charm,Y2K-TAMA-16-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16,,Case+Grip,Y2K-TAMA-16-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16,,Case+Charm,Y2K-TAMA-16-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16,,Case Only,Y2K-TAMA-16-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16,,Grip Only,Y2K-TAMA-16-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 16,,Charm Only,Y2K-TAMA-16-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro Max,,Case+Grip+Charm,Y2K-TAMA-15PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro Max,,Case+Grip,Y2K-TAMA-15PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro Max,,Case+Charm,Y2K-TAMA-15PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro Max,,Case Only,Y2K-TAMA-15PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro Max,,Grip Only,Y2K-TAMA-15PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro Max,,Charm Only,Y2K-TAMA-15PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro,,Case+Grip+Charm,Y2K-TAMA-15PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro,,Case+Grip,Y2K-TAMA-15PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro,,Case+Charm,Y2K-TAMA-15PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro,,Case Only,Y2K-TAMA-15PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro,,Grip Only,Y2K-TAMA-15PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15 Pro,,Charm Only,Y2K-TAMA-15PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15,,Case+Grip+Charm,Y2K-TAMA-15-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15,,Case+Grip,Y2K-TAMA-15-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15,,Case+Charm,Y2K-TAMA-15-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15,,Case Only,Y2K-TAMA-15-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15,,Grip Only,Y2K-TAMA-15-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 15,,Charm Only,Y2K-TAMA-15-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro Max,,Case+Grip+Charm,Y2K-TAMA-14PM-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro Max,,Case+Grip,Y2K-TAMA-14PM-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro Max,,Case+Charm,Y2K-TAMA-14PM-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro Max,,Case Only,Y2K-TAMA-14PM-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro Max,,Grip Only,Y2K-TAMA-14PM-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro Max,,Charm Only,Y2K-TAMA-14PM-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro,,Case+Grip+Charm,Y2K-TAMA-14PR-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro,,Case+Grip,Y2K-TAMA-14PR-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro,,Case+Charm,Y2K-TAMA-14PR-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro,,Case Only,Y2K-TAMA-14PR-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro,,Grip Only,Y2K-TAMA-14PR-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14 Pro,,Charm Only,Y2K-TAMA-14PR-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14/13,,Case+Grip+Charm,Y2K-TAMA-1413-CGC,0,shopify,3,deny,manual,409.89,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14/13,,Case+Grip,Y2K-TAMA-1413-CG,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14/13,,Case+Charm,Y2K-TAMA-1413-CC,0,shopify,3,deny,manual,350.11,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14/13,,Case Only,Y2K-TAMA-1413-CO,0,shopify,3,deny,manual,261.86,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14/13,,Grip Only,Y2K-TAMA-1413-GO,0,shopify,3,deny,manual,170.76,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,iPhone 14/13,,Charm Only,Y2K-TAMA-1413-CHO,0,shopify,3,deny,manual,113.82,TRUE,TRUE,,,,,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/f1270a/7924678092/il_fullxfull.7924678092_q6yw.jpg,2,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/65c38c/7924678736/il_fullxfull.7924678736_4kvm.jpg,3,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/21289f/7972627833/il_fullxfull.7972627833_5100.jpg,4,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/33e931/7972627869/il_fullxfull.7972627869_c21k.jpg,5,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/4103d7/7924678052/il_fullxfull.7924678052_kp9y.jpg,6,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/64e073/7924678648/il_fullxfull.7924678648_hw8j.jpg,7,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/6f6264/7924678602/il_fullxfull.7924678602_b71j.jpg,8,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
cute-tamagotchi-magsafe-case-with-retro-pet-shaker-grip-charm-kawaii-blue-clear-cover-iphone-17-16-15-14-13-pro-max-y2k-gamer-gift,,,,,,,,,,,,,,,,,,,,,https://i.etsystatic.com/65453590/r/il/b485c9/7972627867/il_fullxfull.7972627867_l7w2.jpg,9,"Cute Tamagotchi MAGSAFE Case with Retro Pet Shaker Grip & Charm, Kawaii Blue Clear Cover iPhone 17 16 15 14 13 Pro Max, Y2K Gamer Gift",,,,
